Date,Child,Total Animals Tested,Correctly Identified,Pronunciation Accuracy (%)
2024-04-18,Child 5,10,7,85.36
2024-04-18,Child 6,10,5,95.66
2024-04-18,Child 7,10,1,74.47
2024-04-18,Child 8,10,5,61.83
2024-04-18,Child 9,10,7,69.55
2024-04-18,Child 10,10,9,98.86
2024-04-19,Child 1,10,0,0.0
2024-04-19,Child 2,10,2,67.84
2024-04-19,Child 3,10,2,77.9
2024-04-19,Child 4,10,3,68.28
2024-04-19,Child 5,10,5,94.17
2024-04-19,Child 6,10,0,0.0
2024-04-19,Child 7,10,7,61.47
2024-04-19,Child 8,10,0,0.0
2024-04-19,Child 9,10,9,78.51
2024-04-19,Child 10,10,4,82.88
2024-04-20,Child 1,10,9,71.74
2024-04-20,Child 2,10,8,75.88
2024-04-20,Child 3,10,4,71.38
2024-04-20,Child 4,10,0,0.0
2024-04-20,Child 5,10,7,81.26
2024-04-20,Child 6,10,10,80.3
2024-04-20,Child 7,10,8,61.19
2024-04-20,Child 8,10,10,61.79
2024-04-20,Child 9,10,10,65.26
2024-04-20,Child 10,10,0,0.0
2024-04-21,Child 1,10,7,76.87
2024-04-21,Child 2,10,7,96.3
2024-04-21,Child 3,10,4,70.33
2024-04-21,Child 4,10,0,0.0
2024-04-21,Child 5,10,9,98.2
2024-04-21,Child 6,10,9,88.86
2024-04-21,Child 7,10,8,85.46
2024-04-21,Child 8,10,6,88.7
2024-04-21,Child 9,10,6,61.62
2024-04-21,Child 10,10,3,87.46
2024-04-22,Child 1,10,1,86.61
2024-04-22,Child 2,10,0,0.0
2024-04-22,Child 3,10,3,74.76
2024-04-22,Child 4,10,2,83.85
2024-04-22,Child 5,10,7,90.05
2024-04-22,Child 6,10,0,0.0
2024-04-22,Child 7,10,9,72.84
2024-04-22,Child 8,10,8,97.67
2024-04-22,Child 9,10,8,85.86
2024-04-22,Child 10,10,2,83.75
2024-04-23,Child 1,10,9,80.09
2024-04-23,Child 2,10,2,96.53
2024-04-23,Child 3,10,8,66.17
2024-04-23,Child 4,10,2,88.96
2024-04-23,Child 5,10,10,89.64
2024-04-23,Child 6,10,5,93.16
2024-04-23,Child 7,10,7,92.8
2024-04-23,Child 8,10,8,76.88
2024-04-23,Child 9,10,2,77.95
2024-04-23,Child 10,10,6,83.09
2024-04-24,Child 1,10,9,96.41
2024-04-24,Child 2,10,0,0.0
2024-04-24,Child 3,10,8,89.17
2024-04-24,Child 4,10,8,62.7
2024-04-24,Child 5,10,4,87.7
2024-04-24,Child 6,10,1,76.16
2024-04-24,Child 7,10,6,81.7
2024-04-24,Child 8,10,5,91.56
2024-04-24,Child 9,10,1,75.37
2024-04-24,Child 10,10,2,94.3
2024-04-25,Child 1,10,8,77.24
2024-04-25,Child 2,10,7,95.59
2024-04-25,Child 3,10,9,74.8
2024-04-25,Child 4,10,5,88.22
2024-04-25,Child 5,10,0,0.0
2024-04-25,Child 6,10,7,74.98
2024-04-25,Child 7,10,7,66.63
2024-04-25,Child 8,10,6,65.7
2024-04-25,Child 9,10,7,90.48
2024-04-25,Child 10,10,3,73.59
2024-04-26,Child 1,10,9,85.83
2024-04-26,Child 2,10,2,73.62
2024-04-26,Child 3,10,10,76.39
2024-04-26,Child 4,10,0,0.0
2024-04-26,Child 5,10,0,0.0
2024-04-26,Child 6,10,5,93.89
2024-04-26,Child 7,10,7,74.58
2024-04-26,Child 8,10,3,83.21
2024-04-26,Child 9,10,5,78.16
2024-04-26,Child 10,10,3,66.69
2024-04-27,Child 1,10,1,79.42
2024-04-27,Child 2,10,7,99.1
2024-04-27,Child 3,10,2,98.56
2024-04-27,Child 4,10,3,63.97
2024-04-27,Child 5,10,5,97.03
2024-04-27,Child 6,10,10,66.4
2024-04-27,Child 7,10,1,72.53
2024-04-27,Child 8,10,4,71.57
2024-04-27,Child 9,10,4,93.42
2024-04-27,Child 10,10,4,98.24
2024-04-28,Child 1,10,4,78.96
2024-04-28,Child 2,10,5,84.12
2024-04-28,Child 3,10,8,99.36
2024-04-28,Child 4,10,10,98.45
2024-04-28,Child 5,10,3,61.24
2024-04-28,Child 6,10,5,81.66
2024-04-28,Child 7,10,4,79.12
2024-04-28,Child 8,10,1,66.73
2024-04-28,Child 9,10,4,93.35
2024-04-28,Child 10,10,2,74.25
2024-04-29,Child 1,10,1,70.37
2024-04-29,Child 2,10,2,67.09
2024-04-29,Child 3,10,4,73.7
2024-04-29,Child 4,10,4,98.66
2024-04-29,Child 5,10,6,81.79
2024-04-29,Child 6,10,0,0.0
2024-04-29,Child 7,10,7,99.99
2024-04-29,Child 8,10,1,79.56
2024-04-29,Child 9,10,2,91.3
2024-04-29,Child 10,10,2,95.21
2024-04-30,Child 1,10,7,73.03
2024-04-30,Child 2,10,7,84.83
2024-04-30,Child 3,10,4,89.23
2024-04-30,Child 4,10,7,61.58
2024-04-30,Child 5,10,0,0.0
2024-04-30,Child 6,10,4,81.72
2024-04-30,Child 7,10,2,65.29
2024-04-30,Child 8,10,10,96.38
2024-04-30,Child 9,10,10,74.14
2024-04-30,Child 10,10,5,65.23
2024-05-01,Child 1,10,10,81.97
2024-05-01,Child 2,10,4,91.77
2024-05-01,Child 3,10,3,78.67
2024-05-01,Child 4,10,9,97.76
2024-05-01,Child 5,10,0,0.0
2024-05-01,Child 6,10,2,78.51
2024-05-01,Child 7,10,3,94.54
2024-05-01,Child 8,10,6,75.01
2024-05-01,Child 9,10,5,80.9
2024-05-01,Child 10,10,7,77.65
2024-05-02,Child 1,10,10,80.45
2024-05-02,Child 2,10,8,74.49
2024-05-02,Child 3,10,0,0.0
2024-05-02,Child 4,10,2,95.78
2024-05-02,Child 5,10,10,76.3
2024-05-02,Child 6,10,2,84.08
2024-05-02,Child 7,10,3,92.26
2024-05-02,Child 8,10,2,68.02
2024-05-02,Child 9,10,8,62.38
2024-05-02,Child 10,10,0,0.0
2024-05-03,Child 1,10,0,0.0
2024-05-03,Child 2,10,0,0.0
2024-05-03,Child 3,10,0,0.0
2024-05-03,Child 4,10,7,62.5
2024-05-03,Child 5,10,5,70.24
2024-05-03,Child 6,10,4,80.42
2024-05-03,Child 7,10,6,60.76
2024-05-03,Child 8,10,5,87.51
2024-05-03,Child 9,10,10,94.88
2024-05-03,Child 10,10,9,65.38
2024-05-04,Child 1,10,4,74.35
2024-05-04,Child 2,10,1,73.34
2024-05-04,Child 3,10,2,68.43
2024-05-04,Child 4,10,8,91.74
2024-05-04,Child 5,10,2,99.91
2024-05-04,Child 6,10,7,99.79
2024-05-04,Child 7,10,7,71.78
2024-05-04,Child 8,10,6,61.77
2024-05-04,Child 9,10,3,93.37
2024-05-04,Child 10,10,0,0.0
2024-05-05,Child 1,10,4,60.23
2024-05-05,Child 2,10,7,90.76
2024-05-05,Child 3,10,8,90.64
2024-05-05,Child 4,10,3,88.0
2024-05-05,Child 5,10,7,75.96
2024-05-05,Child 6,10,1,63.11
2024-05-05,Child 7,10,3,76.28
2024-05-05,Child 8,10,5,72.25
2024-05-05,Child 9,10,7,64.44
2024-05-05,Child 10,10,1,60.24
2024-05-06,Child 1,10,2,80.9
2024-05-06,Child 2,10,1,63.07
2024-05-06,Child 3,10,6,93.68
2024-05-06,Child 4,10,5,62.01
2024-05-06,Child 5,10,1,88.4
2024-05-06,Child 6,10,7,71.81
2024-05-06,Child 7,10,1,71.24
2024-05-06,Child 8,10,7,71.7
2024-05-06,Child 9,10,7,76.2
2024-05-06,Child 10,10,10,60.88
2024-05-07,Child 1,10,6,79.06
2024-05-07,Child 2,10,0,0.0
2024-05-07,Child 3,10,0,0.0
2024-05-07,Child 4,10,8,68.77
2024-05-07,Child 5,10,4,68.59
2024-05-07,Child 6,10,2,85.91
2024-05-07,Child 7,10,5,67.51
2024-05-07,Child 8,10,6,80.12
2024-05-07,Child 9,10,9,83.43
2024-05-07,Child 10,10,7,82.19
2024-05-08,Child 1,10,3,87.3
2024-05-08,Child 2,10,1,88.56
2024-05-08,Child 3,10,3,72.13
2024-05-08,Child 4,10,5,82.53
2024-05-08,Child 5,10,3,65.72
2024-05-08,Child 6,10,6,88.83
2024-05-08,Child 7,10,6,66.34
2024-05-08,Child 8,10,1,65.35
2024-05-08,Child 9,10,1,88.87
2024-05-08,Child 10,10,8,89.95
2024-05-09,Child 1,10,8,60.01
2024-05-09,Child 2,10,9,91.32
2024-05-09,Child 3,10,1,71.05
2024-05-09,Child 4,10,5,95.83
2024-05-09,Child 5,10,7,93.57
2024-05-09,Child 6,10,8,73.61
2024-05-09,Child 7,10,8,63.31
2024-05-09,Child 8,10,10,93.07
2024-05-09,Child 9,10,10,70.82
2024-05-09,Child 10,10,10,94.66
2024-05-10,Child 1,10,3,91.56
2024-05-10,Child 2,10,2,77.35
2024-05-10,Child 3,10,0,0.0
2024-05-10,Child 4,10,5,75.09
2024-05-10,Child 5,10,2,63.57
2024-05-10,Child 6,10,9,61.69
2024-05-10,Child 7,10,0,0.0
2024-05-10,Child 8,10,10,93.77
2024-05-10,Child 9,10,6,60.17
2024-05-10,Child 10,10,6,70.17
2024-05-11,Child 1,10,10,86.66
2024-05-11,Child 2,10,0,0.0
2024-05-11,Child 3,10,7,90.44
2024-05-11,Child 4,10,0,0.0
2024-05-11,Child 5,10,3,88.1
2024-05-11,Child 6,10,8,64.21
2024-05-11,Child 7,10,2,85.37
2024-05-11,Child 8,10,4,61.93
2024-05-11,Child 9,10,4,79.94
2024-05-11,Child 10,10,6,80.02
2024-05-12,Child 1,10,8,79.04
2024-05-12,Child 2,10,1,85.38
2024-05-12,Child 3,10,2,74.79
2024-05-12,Child 4,10,6,90.7
2024-05-12,Child 5,10,1,82.08
2024-05-12,Child 6,10,3,94.01
2024-05-12,Child 7,10,8,86.29
2024-05-12,Child 8,10,10,89.22
2024-05-12,Child 9,10,5,68.63
2024-05-12,Child 10,10,6,84.31
2024-05-13,Child 1,10,1,75.79
2024-05-13,Child 2,10,7,86.07
2024-05-13,Child 3,10,1,89.48
2024-05-13,Child 4,10,5,85.79
2024-05-13,Child 5,10,4,87.29
2024-05-13,Child 6,10,5,67.97
2024-05-13,Child 7,10,3,63.41
2024-05-13,Child 8,10,10,74.71
2024-05-13,Child 9,10,8,92.93
2024-05-13,Child 10,10,5,80.63
2024-05-14,Child 1,10,4,87.52
2024-05-14,Child 2,10,4,96.44
2024-05-14,Child 3,10,1,60.77
2024-05-14,Child 4,10,3,97.95
2024-05-14,Child 5,10,2,79.71
2024-05-14,Child 6,10,5,81.24
2024-05-14,Child 7,10,5,70.67
2024-05-14,Child 8,10,10,95.11
2024-05-14,Child 9,10,9,80.76
2024-05-14,Child 10,10,5,90.49
2024-05-15,Child 1,10,6,90.96
2024-05-15,Child 2,10,0,0.0
2024-05-15,Child 3,10,7,65.26
2024-05-15,Child 4,10,10,83.01
2024-05-15,Child 5,10,9,90.81
2024-05-15,Child 6,10,8,64.81
2024-05-15,Child 7,10,5,77.42
2024-05-15,Child 8,10,4,73.67
2024-05-15,Child 9,10,6,80.72
2024-05-15,Child 10,10,3,85.67
2024-05-16,Child 1,10,10,86.52
2024-05-16,Child 2,10,6,95.17
2024-05-16,Child 3,10,2,60.94
2024-05-16,Child 4,10,10,93.19
2024-05-16,Child 5,10,6,91.22
2024-05-16,Child 6,10,7,68.28
2024-05-16,Child 7,10,10,72.12
2024-05-16,Child 8,10,2,88.41
2024-05-16,Child 9,10,1,84.13
2024-05-16,Child 10,10,6,86.87
2024-05-17,Child 1,10,3,98.31
2024-05-17,Child 2,10,8,69.57
2024-05-17,Child 3,10,7,99.65
2024-05-17,Child 4,10,1,85.78
2024-05-17,Child 5,10,5,74.63
2024-05-17,Child 6,10,10,89.03
2024-05-17,Child 7,10,6,65.63
2024-05-17,Child 8,10,9,93.89
2024-05-17,Child 9,10,10,83.13
2024-05-17,Child 10,10,10,99.27
2024-05-18,Child 1,10,7,85.44
2024-05-18,Child 2,10,10,70.4
2024-05-18,Child 3,10,0,0.0
2024-05-18,Child 4,10,3,73.49
2024-05-18,Child 5,10,5,78.8
2024-05-18,Child 6,10,8,87.6
2024-05-18,Child 7,10,9,65.89
2024-05-18,Child 8,10,4,79.89
2024-05-18,Child 9,10,8,77.91
2024-05-18,Child 10,10,5,76.63
2024-05-19,Child 1,10,5,81.19
2024-05-19,Child 2,10,9,87.18
2024-05-19,Child 3,10,4,84.84
2024-05-19,Child 4,10,5,90.43
2024-05-19,Child 5,10,9,67.21
2024-05-19,Child 6,10,2,66.63
2024-05-19,Child 7,10,7,68.37
2024-05-19,Child 8,10,10,86.97
2024-05-19,Child 9,10,0,0.0
2024-05-19,Child 10,10,10,91.73
2024-05-20,Child 1,10,10,75.67
2024-05-20,Child 2,10,5,64.36
2024-05-20,Child 3,10,3,98.06
2024-05-20,Child 4,10,7,88.47
2024-05-20,Child 5,10,9,80.9
2024-05-20,Child 6,10,10,78.36
2024-05-20,Child 7,10,1,83.74
2024-05-20,Child 8,10,6,68.56
2024-05-20,Child 9,10,1,99.25
2024-05-20,Child 10,10,3,93.18
2024-05-21,Child 1,10,10,74.2
2024-05-21,Child 2,10,0,0.0
2024-05-21,Child 3,10,10,75.81
2024-05-21,Child 4,10,1,98.68
2024-05-21,Child 5,10,7,66.47
2024-05-21,Child 6,10,7,90.92
2024-05-21,Child 7,10,3,69.89
2024-05-21,Child 8,10,0,0.0
2024-05-21,Child 9,10,10,86.66
2024-05-21,Child 10,10,10,98.41
2024-05-22,Child 1,10,1,90.87
2024-05-22,Child 2,10,5,84.12
2024-05-22,Child 3,10,4,60.36
2024-05-22,Child 4,10,4,75.08
2024-05-22,Child 5,10,9,92.19
2024-05-22,Child 6,10,4,68.88
2024-05-22,Child 7,10,7,93.92
2024-05-22,Child 8,10,7,92.33
2024-05-22,Child 9,10,5,77.15
2024-05-22,Child 10,10,8,76.11
2024-05-23,Child 1,10,9,96.06
2024-05-23,Child 2,10,5,75.91
2024-05-23,Child 3,10,10,98.19
2024-05-23,Child 4,10,0,0.0
2024-05-23,Child 5,10,8,90.44
2024-05-23,Child 6,10,0,0.0
2024-05-23,Child 7,10,2,75.7
2024-05-23,Child 8,10,4,61.3
2024-05-23,Child 9,10,2,98.04
2024-05-23,Child 10,10,10,71.02
2024-05-24,Child 1,10,0,0.0
2024-05-24,Child 2,10,1,99.7
2024-05-24,Child 3,10,3,82.95
2024-05-24,Child 4,10,1,86.27
2024-05-24,Child 5,10,1,96.09
2024-05-24,Child 6,10,9,96.73
2024-05-24,Child 7,10,3,61.1
2024-05-24,Child 8,10,10,68.83
2024-05-24,Child 9,10,8,69.15
2024-05-24,Child 10,10,0,0.0
2024-05-25,Child 1,10,0,0.0
2024-05-25,Child 2,10,5,94.67
2024-05-25,Child 3,10,8,98.02
2024-05-25,Child 4,10,4,88.77
2024-05-25,Child 5,10,7,83.2
2024-05-25,Child 6,10,2,73.05
2024-05-25,Child 7,10,2,71.3
2024-05-25,Child 8,10,6,95.76
2024-05-25,Child 9,10,6,93.83
2024-05-25,Child 10,10,4,76.78
2024-05-26,Child 1,10,3,92.93
2024-05-26,Child 2,10,3,79.9
2024-05-26,Child 3,10,3,68.18
2024-05-26,Child 4,10,7,67.45
2024-05-26,Child 5,10,2,83.75
2024-05-26,Child 6,10,8,74.57
2024-05-26,Child 7,10,9,97.63
2024-05-26,Child 8,10,4,78.4
2024-05-26,Child 9,10,7,93.07
2024-05-26,Child 10,10,3,87.74
2024-05-27,Child 1,10,7,74.1
2024-05-27,Child 2,10,3,66.06
2024-05-27,Child 3,10,8,78.53
2024-05-27,Child 4,10,4,71.3
2024-05-27,Child 5,10,6,97.24
2024-05-27,Child 6,10,4,90.62
2024-05-27,Child 7,10,8,83.62
2024-05-27,Child 8,10,5,74.49
2024-05-27,Child 9,10,8,98.92
2024-05-27,Child 10,10,6,68.14
2024-05-28,Child 1,10,4,72.16
2024-05-28,Child 2,10,2,95.31
2024-05-28,Child 3,10,5,89.17
2024-05-28,Child 4,10,5,89.27
2024-05-28,Child 5,10,3,89.68
2024-05-28,Child 6,10,4,90.36
2024-05-28,Child 7,10,9,72.12
2024-05-28,Child 8,10,4,88.5
2024-05-28,Child 9,10,10,70.86
2024-05-28,Child 10,10,8,74.84
2024-05-29,Child 1,10,10,99.98
2024-05-29,Child 2,10,3,99.39
2024-05-29,Child 3,10,7,90.5
2024-05-29,Child 4,10,5,83.63
2024-05-29,Child 5,10,0,0.0
2024-05-29,Child 6,10,10,76.58
2024-05-29,Child 7,10,9,88.37
2024-05-29,Child 8,10,10,70.76
2024-05-29,Child 9,10,8,70.75
2024-05-29,Child 10,10,9,79.27
2024-05-30,Child 1,10,0,0.0
2024-05-30,Child 2,10,3,97.97
2024-05-30,Child 3,10,8,65.2
2024-05-30,Child 4,10,4,64.1
2024-05-30,Child 5,10,0,0.0
2024-05-30,Child 6,10,8,66.88
2024-05-30,Child 7,10,0,0.0
2024-05-30,Child 8,10,8,77.95
2024-05-30,Child 9,10,1,87.89
2024-05-30,Child 10,10,6,78.47
2024-05-31,Child 1,10,0,0.0
2024-05-31,Child 2,10,6,65.01
2024-05-31,Child 3,10,8,70.96
2024-05-31,Child 4,10,10,62.08
2024-05-31,Child 5,10,8,73.81
2024-05-31,Child 6,10,5,86.61
2024-05-31,Child 7,10,4,94.26
2024-05-31,Child 8,10,0,0.0
2024-05-31,Child 9,10,6,81.97
2024-05-31,Child 10,10,0,0.0
2024-06-01,Child 1,10,2,79.3
2024-06-01,Child 2,10,3,91.45
2024-06-01,Child 3,10,3,75.37
2024-06-01,Child 4,10,2,91.29
2024-06-01,Child 5,10,2,60.46
2024-06-01,Child 6,10,9,84.64
2024-06-01,Child 7,10,1,77.51
2024-06-01,Child 8,10,3,82.36
2024-06-01,Child 9,10,2,88.25
2024-06-01,Child 10,10,0,0.0
2024-06-02,Child 1,10,0,0.0
2024-06-02,Child 2,10,7,62.07
2024-06-02,Child 3,10,0,0.0
2024-06-02,Child 4,10,4,88.74
2024-06-02,Child 5,10,5,64.74
2024-06-02,Child 6,10,2,98.1
2024-06-02,Child 7,10,10,95.17
2024-06-02,Child 8,10,8,66.29
2024-06-02,Child 9,10,3,85.0
2024-06-02,Child 10,10,1,94.86
2024-06-03,Child 1,10,2,80.06
2024-06-03,Child 2,10,7,70.02
2024-06-03,Child 3,10,7,97.41
2024-06-03,Child 4,10,1,93.31
2024-06-03,Child 5,10,2,85.12
2024-06-03,Child 6,10,3,86.96
2024-06-03,Child 7,10,0,0.0
2024-06-03,Child 8,10,0,0.0
2024-06-03,Child 9,10,4,72.27
2024-06-03,Child 10,10,10,76.47
2024-06-04,Child 1,10,5,73.36
2024-06-04,Child 2,10,8,95.12
2024-06-04,Child 3,10,4,62.73
2024-06-04,Child 4,10,10,74.23
2024-06-04,Child 5,10,1,77.31
2024-06-04,Child 6,10,2,87.1
2024-06-04,Child 7,10,10,62.26
2024-06-04,Child 8,10,6,97.78
2024-06-04,Child 9,10,3,86.86
2024-06-04,Child 10,10,6,67.96
2024-06-05,Child 1,10,2,91.41
2024-06-05,Child 2,10,7,99.61
2024-06-05,Child 3,10,7,71.05
2024-06-05,Child 4,10,9,96.59
2024-06-05,Child 5,10,7,62.7
2024-06-05,Child 6,10,9,67.17
2024-06-05,Child 7,10,5,81.91
2024-06-05,Child 8,10,8,89.52
2024-06-05,Child 9,10,9,83.29
2024-06-05,Child 10,10,0,0.0
2024-06-06,Child 1,10,10,80.79
2024-06-06,Child 2,10,6,70.57
2024-06-06,Child 3,10,9,80.67
2024-06-06,Child 4,10,2,70.74
2024-06-06,Child 5,10,7,86.27
2024-06-06,Child 6,10,5,65.76
2024-06-06,Child 7,10,6,63.08
2024-06-06,Child 8,10,5,62.73
2024-06-06,Child 9,10,8,63.68
2024-06-06,Child 10,10,2,84.95
2024-06-07,Child 1,10,1,70.7
2024-06-07,Child 2,10,1,88.15
2024-06-07,Child 3,10,5,70.04
2024-06-07,Child 4,10,9,78.03
2024-06-07,Child 5,10,5,72.52
2024-06-07,Child 6,10,3,69.98
2024-06-07,Child 7,10,1,94.64
2024-06-07,Child 8,10,0,0.0
2024-06-07,Child 9,10,2,64.24
2024-06-07,Child 10,10,9,84.49
2024-06-08,Child 1,10,10,89.46
2024-06-08,Child 2,10,4,68.11
2024-06-08,Child 3,10,5,85.01
2024-06-08,Child 4,10,8,62.02
2024-06-08,Child 5,10,0,0.0
2024-06-08,Child 6,10,0,0.0
2024-06-08,Child 7,10,3,97.45
2024-06-08,Child 8,10,8,78.01
2024-06-08,Child 9,10,0,0.0
2024-06-08,Child 10,10,9,75.96
2024-06-09,Child 1,10,9,89.58
2024-06-09,Child 2,10,5,99.08
2024-06-09,Child 3,10,0,0.0
2024-06-09,Child 4,10,9,60.33
2024-06-09,Child 5,10,5,73.08
2024-06-09,Child 6,10,3,89.94
2024-06-09,Child 7,10,8,77.36
2024-06-09,Child 8,10,3,77.38
2024-06-09,Child 9,10,8,77.54
2024-06-09,Child 10,10,2,83.58
2024-06-10,Child 1,10,0,0.0
2024-06-10,Child 2,10,10,85.51
2024-06-10,Child 3,10,9,88.03
2024-06-10,Child 4,10,7,86.16
2024-06-10,Child 5,10,4,95.1
2024-06-10,Child 6,10,3,60.55
2024-06-10,Child 7,10,0,0.0
2024-06-10,Child 8,10,8,60.63
2024-06-10,Child 9,10,10,69.9
2024-06-10,Child 10,10,7,74.19
2024-06-11,Child 1,10,1,89.31
2024-06-11,Child 2,10,9,83.88
2024-06-11,Child 3,10,1,74.89
2024-06-11,Child 4,10,6,93.54
2024-06-11,Child 5,10,5,75.33
2024-06-11,Child 6,10,3,97.31
2024-06-11,Child 7,10,7,68.01
2024-06-11,Child 8,10,9,80.54
2024-06-11,Child 9,10,6,89.52
2024-06-11,Child 10,10,7,62.74
2024-06-12,Child 1,10,9,77.1
2024-06-12,Child 2,10,5,91.99
2024-06-12,Child 3,10,6,70.75
2024-06-12,Child 4,10,0,0.0
2024-06-12,Child 5,10,5,94.39
2024-06-12,Child 6,10,1,91.5
2024-06-12,Child 7,10,4,76.45
2024-06-12,Child 8,10,9,69.94
2024-06-12,Child 9,10,5,77.1
2024-06-12,Child 10,10,3,81.4
2024-06-13,Child 1,10,10,97.45
2024-06-13,Child 2,10,1,92.99
2024-06-13,Child 3,10,5,91.4
2024-06-13,Child 4,10,9,60.88
2024-06-13,Child 5,10,3,83.61
2024-06-13,Child 6,10,6,62.25
2024-06-13,Child 7,10,5,61.13
2024-06-13,Child 8,10,0,0.0
2024-06-13,Child 9,10,6,88.52
2024-06-13,Child 10,10,5,86.21
2024-06-14,Child 1,10,0,0.0
2024-06-14,Child 2,10,5,66.38
2024-06-14,Child 3,10,4,91.46
2024-06-14,Child 4,10,4,89.87
2024-06-14,Child 5,10,2,92.57
2024-06-14,Child 6,10,3,77.85
2024-06-14,Child 7,10,3,71.57
2024-06-14,Child 8,10,3,96.98
2024-06-14,Child 9,10,10,80.6
2024-06-14,Child 10,10,6,70.2
2024-06-15,Child 1,10,9,93.14
2024-06-15,Child 2,10,8,93.12
2024-06-15,Child 3,10,6,98.11
2024-06-15,Child 4,10,3,85.29
2024-06-15,Child 5,10,0,0.0
2024-06-15,Child 6,10,9,70.86
2024-06-15,Child 7,10,0,0.0
2024-06-15,Child 8,10,0,0.0
2024-06-15,Child 9,10,4,96.14
2024-06-15,Child 10,10,5,82.13
2024-06-16,Child 1,10,2,73.96
2024-06-16,Child 2,10,8,94.35
2024-06-16,Child 3,10,9,95.38
2024-06-16,Child 4,10,6,78.47
2024-06-16,Child 5,10,8,60.53
2024-06-16,Child 6,10,8,66.41
2024-06-16,Child 7,10,4,76.44
2024-06-16,Child 8,10,3,69.18
2024-06-16,Child 9,10,6,77.18
2024-06-16,Child 10,10,6,60.08
2024-06-17,Child 1,10,1,81.28
2024-06-17,Child 2,10,1,71.87
2024-06-17,Child 3,10,5,63.34
2024-06-17,Child 4,10,0,0.0
2024-06-17,Child 5,10,10,89.3
2024-06-17,Child 6,10,2,69.66
2024-06-17,Child 7,10,9,85.39
2024-06-17,Child 8,10,2,68.89
2024-06-17,Child 9,10,8,68.48
2024-06-17,Child 10,10,10,69.81
2024-06-18,Child 1,10,6,69.75
2024-06-18,Child 2,10,2,73.43
2024-06-18,Child 3,10,7,84.65
2024-06-18,Child 4,10,8,76.63
2024-06-18,Child 5,10,0,0.0
2024-06-18,Child 6,10,2,87.16
2024-06-18,Child 7,10,7,88.09
2024-06-18,Child 8,10,0,0.0
2024-06-18,Child 9,10,1,73.1
2024-06-18,Child 10,10,5,83.02
2024-06-19,Child 1,10,0,0.0
2024-06-19,Child 2,10,4,64.69
2024-06-19,Child 3,10,6,65.71
2024-06-19,Child 4,10,9,80.49
2024-06-19,Child 5,10,4,90.59
2024-06-19,Child 6,10,2,68.17
2024-06-19,Child 7,10,0,0.0
2024-06-19,Child 8,10,6,76.77
2024-06-19,Child 9,10,0,0.0
2024-06-19,Child 10,10,0,0.0
2024-06-20,Child 1,10,10,62.76
2024-06-20,Child 2,10,2,82.43
2024-06-20,Child 3,10,4,68.88
2024-06-20,Child 4,10,9,70.13
2024-06-20,Child 5,10,8,89.25
2024-06-20,Child 6,10,8,81.43
2024-06-20,Child 7,10,0,0.0
2024-06-20,Child 8,10,8,94.97
2024-06-20,Child 9,10,8,79.4
2024-06-20,Child 10,10,2,71.42
2024-06-21,Child 1,10,6,78.05
2024-06-21,Child 2,10,2,92.82
2024-06-21,Child 3,10,8,95.3
2024-06-21,Child 4,10,2,60.53
2024-06-21,Child 5,10,8,92.14
2024-06-21,Child 6,10,2,71.24
2024-06-21,Child 7,10,1,62.68
2024-06-21,Child 8,10,5,79.17
2024-06-21,Child 9,10,8,89.72
2024-06-21,Child 10,10,3,85.93
2024-06-22,Child 1,10,1,75.02
2024-06-22,Child 2,10,5,77.34
2024-06-22,Child 3,10,10,61.71
2024-06-22,Child 4,10,2,68.8
2024-06-22,Child 5,10,5,89.17
2024-06-22,Child 6,10,7,62.75
2024-06-22,Child 7,10,3,78.57
2024-06-22,Child 8,10,3,61.81
2024-06-22,Child 9,10,10,97.17
2024-06-22,Child 10,10,10,93.25
2024-06-23,Child 1,10,0,0.0
2024-06-23,Child 2,10,8,60.21
2024-06-23,Child 3,10,1,90.91
2024-06-23,Child 4,10,8,83.24
2024-06-23,Child 5,10,8,83.35
2024-06-23,Child 6,10,4,80.84
2024-06-23,Child 7,10,6,87.1
2024-06-23,Child 8,10,3,65.61
2024-06-23,Child 9,10,4,68.29
2024-06-23,Child 10,10,10,66.8
2024-06-24,Child 1,10,8,73.88
2024-06-24,Child 2,10,5,90.0
2024-06-24,Child 3,10,0,0.0
2024-06-24,Child 4,10,6,84.22
2024-06-24,Child 5,10,4,86.17
2024-06-24,Child 6,10,3,94.1
2024-06-24,Child 7,10,4,85.3
2024-06-24,Child 8,10,9,72.28
2024-06-24,Child 9,10,10,70.84
2024-06-24,Child 10,10,7,83.54
2024-06-25,Child 1,10,8,69.66
2024-06-25,Child 2,10,10,94.46
2024-06-25,Child 3,10,9,80.28
2024-06-25,Child 4,10,0,0.0
2024-06-25,Child 5,10,9,87.85
2024-06-25,Child 6,10,2,92.87
2024-06-25,Child 7,10,1,98.34
2024-06-25,Child 8,10,0,0.0
2024-06-25,Child 9,10,5,81.33
2024-06-25,Child 10,10,2,97.56
2024-06-26,Child 1,10,0,0.0
2024-06-26,Child 2,10,4,87.79
2024-06-26,Child 3,10,10,83.81
2024-06-26,Child 4,10,5,62.53
2024-06-26,Child 5,10,4,92.6
2024-06-26,Child 6,10,3,78.46
2024-06-26,Child 7,10,6,67.51
2024-06-26,Child 8,10,3,90.95
2024-06-26,Child 9,10,3,74.73
2024-06-26,Child 10,10,7,61.25
2024-06-27,Child 1,10,5,61.35
2024-06-27,Child 2,10,4,95.54
